Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
55575.0,-3.419422638,-1.130075598,1.607086374,2.229978922,2.644089031,-0.793537722,1.08824221,-1.008409884,-0.933315168,1.921981759,1.954445399,0.388839767,0.301473678,-0.427868493,-0.029226672,-0.075063832,-0.799127079,-0.629796481,-0.469016594,-1.445332235,-0.479674205,0.524022264,0.093685026,0.305230153,0.65396264,0.022852107,-0.955552398,-0.085629545,22.7,0
136177.0,-0.648080608,0.320010667,0.11292437,-1.535076238,-0.191903906,-1.208249997,0.453343071,0.180405209,0.389544586,-1.247177594,-0.79904614,0.665320776,0.386255013,0.251691624,0.115986606,-0.028039735,-0.172179004,-0.892636106,0.413833336,-0.311779848,-0.400652925,-1.150917132,0.69194883,-0.04030844,-0.825938184,0.011530472,-0.176291775,-0.071526429,45.85,0
158143.0,-0.859208409,1.850408065,-1.392449012,-1.416789876,1.290569197,-1.43380824,1.730253426,-0.468233041,0.287972961,0.733837494,-1.303173328,0.10379213,0.61290671,0.245689913,-0.156256056,-0.58731583,-0.73011414,-0.318632716,-0.000380137,0.50212699,0.088972912,0.778420539,-0.285968885,-0.59577054,0.018615579,0.145071369,0.819699518,0.510105714,1.0,0
171766.0,-3.151020411,3.501792155,-3.027657881,-1.319770147,-0.57046853,-2.085577692,0.223990502,1.296730781,0.480107502,1.096034841,-1.406244401,0.471207642,-0.226160997,1.460351669,-0.191830914,-0.319540101,0.192777225,-0.31682138,-0.373296644,0.496461673,0.168964978,0.679789111,0.052227649,-0.010546307,0.200076731,0.136380227,0.733710757,0.506836691,7.32,0
146635.0,2.01986511,0.012819022,-3.29625679,0.123737515,3.078085811,3.037018602,0.197002129,0.576983714,-0.30651035,0.383761241,0.004928988,0.167599831,-0.296637776,1.017374549,0.605095981,-0.481817705,-0.523066937,-0.537876532,-0.514568832,-0.170008413,0.130598857,0.329162407,0.008939139,0.701734252,0.502910214,-0.465525228,-0.016633428,-0.066625153,24.0,0
39394.0,-2.151940776,-2.378816139,1.904956801,-2.287254411,-0.330618062,-0.971105824,-0.067532994,0.251995372,2.391838678,-2.681203019,-0.595415626,0.892895708,-0.722105787,-0.478066689,0.007663149,-1.578134754,0.579596727,-0.070425,0.180005029,0.766973565,0.535138343,1.074968696,0.527075561,0.437871779,0.617101505,-0.671833273,0.039427105,0.152309384,281.94,0
144267.0,1.786896111,-1.053203629,0.169413869,0.716106484,-0.991835408,0.798243992,-1.181350256,0.232048297,2.037239036,-0.241771673,-2.203908349,0.763546426,1.219255639,-1.18293858,-0.510078187,0.511919114,-0.709214024,0.39240634,0.19088163,0.086118536,0.143343191,0.654279776,-0.03345258,-0.913443903,-0.269994493,0.444474795,0.034464015,-0.021999702,109.0,0
63920.0,0.908419352,-0.38628329,1.213927898,1.350972751,-0.952295591,0.42876779,-0.683379126,0.366450331,0.554729815,0.031077361,1.24946518,0.73558171,-0.857612211,0.158028638,0.219704667,0.178133299,-0.270194512,0.299369229,-0.651227365,-0.048336079,0.256092376,0.685490495,-0.107668188,0.234551356,0.31823392,-0.249040804,0.059942254,0.036880861,87.0,0
18489.0,-1.544408644,0.192998119,0.671990309,-0.625734129,1.953605958,0.231276463,-0.017918783,0.125894053,1.19820985,-0.722310903,0.789475167,-3.035002286,0.568385999,1.287709315,-0.461988981,1.132221649,-0.133575724,0.776281396,-0.426961078,-0.581439449,-0.444281219,-1.050758168,-0.410622243,-1.826989636,-0.344208464,-0.056407776,-0.249605217,0.191005243,21.99,0
49848.0,1.104574291,-0.540129806,1.127897099,0.019038728,-1.083711721,0.308093538,-0.91705221,0.37706727,0.96933137,-0.242496995,1.112838173,0.731944625,-0.971918597,-0.034381004,-0.048560171,0.111454142,0.006896335,-0.22634334,0.165711135,-0.117943371,-0.041599889,-0.003196998,0.076506621,0.068850129,-0.027417748,1.004571077,-0.030009105,0.003022794,21.95,0
80768.0,-0.593355932,-0.122422435,0.656265181,0.642976029,1.974440567,4.632348665,-0.36683368,1.21916217,0.412183891,-0.540724436,-1.220294985,0.292568829,-0.376230199,-0.608939704,-1.441186643,-1.001776145,0.367732011,-0.102981421,2.011652382,0.369583425,-0.313234841,-0.817224698,0.171308283,0.991889637,-0.115857048,-0.454441156,0.185235191,0.16249437,93.95,0
42272.0,0.925523141,-0.687955927,1.015056868,-0.059420338,-0.339518933,1.985130344,-1.033809155,0.77672504,0.885370732,-0.495627569,1.907331034,1.77955693,0.082448266,-0.283834336,0.060322241,-1.198516659,1.083665218,-2.114525079,-0.806531283,-0.127516315,-0.041852453,0.202476679,0.165827747,-0.935727835,-0.210463669,1.050013869,0.030160458,-0.005010649,37.73,0
95462.0,-4.372067516,2.710734935,0.122813077,-1.48204961,0.812320938,-1.514817842,0.726421785,-0.364423636,3.787366549,3.237660378,0.407354887,-2.692820383,0.991522769,0.451710402,-0.853174937,-0.316181206,0.074599039,-0.858116422,-1.007519401,1.04850635,-1.113945187,-1.385367589,-0.630062036,-0.089333594,1.151514006,0.256206134,1.414806328,0.766586183,1.79,0
141655.0,-29.94297227,-25.83178211,-16.22751193,6.69067917,-20.78784581,13.08569437,17.2566229,-9.161746211,5.003041305,-2.431466391,1.759989393,1.861432718,3.053383686,-1.409639743,3.680271529,4.53127503,0.220011233,-1.604536176,3.140310616,-21.38712193,-2.494699181,-0.660297209,-8.537815807,0.400804472,-0.643022787,0.496902846,6.267709089,-2.765070002,3502.11,0
43985.0,-1.68216925,0.341438907,1.287377025,-1.00004687,-0.929608643,0.037511179,0.321687168,0.254967473,1.778829076,0.140253361,-0.976074689,-0.20651146,-1.337107182,-0.738005967,-0.648063061,-0.155384533,0.065005765,-0.920265187,-0.720251087,0.033008476,-0.284681322,-0.074996017,0.35668385,0.105133258,-0.773269305,0.703220608,0.57619891,0.599467638,101.19,0
73196.0,1.183633638,-0.171203234,0.367941323,-0.035528563,-0.573814485,-0.552489602,-0.20143427,0.037871645,0.186673115,-0.006207958,1.024677897,0.277768182,-1.008025287,0.622259462,0.620069304,0.712372263,-0.66682134,0.12212058,0.498761654,-0.05127885,-0.285406696,-1.019593427,0.129175515,-0.012672729,-0.001385497,0.477322362,-0.077470786,0.005178663,40.0,0
135851.0,2.014225195,-0.067952282,-1.212507377,0.253798782,0.141839625,-0.707287101,0.164630132,-0.194787801,0.45041495,0.054344417,0.728915773,1.344598194,0.378460278,0.443999611,-0.549075804,-0.074901522,-0.692449955,-0.110358544,0.585393486,-0.19216919,-0.217009748,-0.492710769,0.231280267,-0.358533787,-0.091718906,-0.585464586,-0.013219079,-0.060767902,9.99,0
154924.0,1.795713452,-0.00034132,-1.877528941,1.612380732,0.241031193,-1.252345637,0.55140477,-0.287910613,0.445553381,-0.257610239,-0.746622164,-0.70937275,-1.765265693,-0.415174502,0.211646325,0.087541312,0.742691979,0.099472661,-0.493687723,-0.137386145,-0.131238597,-0.527848383,0.077905086,-0.193271865,0.046268699,-0.736923352,-0.015090551,-0.0085955,113.94,0
130672.0,1.955387501,-0.055738528,-1.546375914,0.979366729,0.53365631,-0.108332199,0.107600722,-0.027784546,0.122445391,0.500365364,0.42830289,0.247856788,-0.839343739,0.848463051,0.044341546,0.286058587,-0.928984582,0.677164281,-0.243883804,-0.212935413,0.292893004,0.800779216,-0.04240147,0.275646676,0.30352845,-0.451590174,-0.01519871,-0.055492192,35.98,0
162535.0,2.069494884,-0.827921937,-0.876611717,-0.538162303,-0.618550118,-0.224438518,-0.663651113,-0.045040981,-0.574862685,0.994201659,0.743811956,0.961993693,0.761010926,0.029993069,-0.599304308,-1.217098656,-0.409587095,1.335986787,-0.519567118,-0.492020538,-0.348308428,-0.478981037,0.32410487,0.770076533,-0.39299844,0.456581679,-0.045022727,-0.05029614,29.95,0
145406.0,2.006717804,-0.521687011,-1.963018944,0.441350121,0.414444166,-0.145498967,0.206108502,-0.236287528,-1.175312278,1.188670852,0.114411587,0.776331321,0.562605394,0.446651508,-1.387514869,-1.844581227,-0.391499114,1.403328507,-0.46917847,-0.464129726,-0.251554846,-0.247803576,-0.0289131,0.258409199,0.401397017,-0.526284023,-0.011759981,-0.050567145,82.0,0
159236.0,0.137261782,0.900180819,-0.634572605,-0.774591791,1.134515763,-0.215614072,0.818383357,0.120042455,-0.135760316,-0.642446234,0.3694875,-0.0895276,-0.885166012,-0.673286455,-0.8009873,0.729432833,-0.030416939,0.568534382,0.269913767,-0.002022997,-0.333809366,-0.896019644,0.036251561,-0.037663903,-0.407717225,0.131213165,0.210581259,0.066980041,7.53,0
90538.0,-4.138239018,-4.260610552,0.682174349,0.775937475,3.134034514,-1.127932277,-0.461103209,-0.276470484,2.271187709,-0.190872307,0.94225827,-2.186105886,1.788406439,1.041739837,-0.411161042,0.611288937,-0.598868525,1.061775712,1.22432685,-1.953384113,-0.962496848,0.227892637,3.549949163,-1.208086445,-0.069636097,-0.485796165,0.883419988,-0.686206822,10.0,0
52840.0,-1.929392549,-0.693166472,1.197646628,-2.365248169,-1.383398979,2.47e-05,-1.378808756,1.077451553,-2.681640801,0.443853907,0.526856882,-0.515917204,0.043382796,0.296375419,-0.081818681,0.284633772,0.448753338,0.707079773,-0.823091225,-0.504638081,0.153496924,0.310708555,-0.362525606,-0.311417627,0.264242364,-0.158628393,-0.212405409,-0.244264605,69.0,0
144172.0,1.647301899,-1.537242654,-1.105881081,-0.215900023,-0.938147134,-0.286173586,-0.377144336,-0.111732704,-0.214629378,0.760823611,0.234870611,0.629138377,0.157369565,0.232901484,-0.350559542,-1.271105311,-0.547602283,1.882250178,-0.483448057,-0.143387859,-0.15996884,-0.377287451,-0.019508945,-0.439562131,-0.237427397,-0.357182848,-0.0123495,-0.012354369,247.24,0
31944.0,-2.290929895,-2.578571879,-0.306902382,0.618809726,-3.814790938,2.482192022,3.293415369,0.441751697,-0.123380362,-1.711586714,-1.569110205,-0.928100044,-0.190166623,0.233115025,1.775634424,1.180515448,-0.682414358,1.065968053,-0.809240498,2.327726191,1.002266187,0.741520518,2.650766178,-1.061117036,-0.052587458,0.423282229,-0.444714873,0.060536931,1170.0,0
69334.0,-1.086093548,-0.157842546,0.259851505,0.230928601,-1.248654413,0.630084696,1.611584217,0.304821632,-0.718681195,-1.097654785,-0.622783966,0.667834849,1.669483213,0.135155556,1.001289377,0.335771603,-0.336887993,-0.351574864,-0.463404835,0.846732216,0.306328921,0.069805299,1.078807417,-0.441202289,-0.294377634,0.166971255,-0.218989419,0.006288078,444.81,0
73303.0,1.248777831,0.252385306,0.365187242,1.112969882,0.006155517,-0.052049236,0.050037299,-0.112163512,0.331026197,-0.207322462,-1.229940491,0.969704484,1.452820661,-0.37603637,-0.262060914,-0.110122564,-0.449888989,-0.440869406,0.354901951,-0.031513112,-0.292519202,-0.596905391,-0.095808955,-0.436712487,0.67822208,-0.478805034,0.045865994,0.022200578,10.83,0
123587.0,2.025387153,-0.203560261,-1.206454581,0.241187065,-0.022071455,-0.725579865,0.022075498,-0.116211099,0.444972836,0.26639117,0.511671464,0.522705936,-0.902253763,0.641577235,-0.533014856,0.229557291,-0.601097836,-0.153098076,0.559825128,-0.246450141,-0.264411192,-0.726711341,0.292314341,-0.361279971,-0.320625107,0.200565619,-0.082657432,-0.073945683,9.99,0
71421.0,1.157008552,-0.197904036,1.133681187,0.668786293,-0.838802937,0.220315368,-0.703712641,0.217539123,0.631344104,-0.084038193,0.742470875,1.238622457,0.426561088,-0.310935457,-0.52112638,0.436161769,-0.567724445,0.317019108,0.369185606,-0.047317216,-0.055401581,0.013896948,-0.028554973,0.063118582,0.281066377,0.317642538,0.014822939,0.015156187,11.5,0
36721.0,1.142349097,0.09080256,0.198755801,1.031747307,-0.580848353,-0.6286446,-0.286341069,0.127945231,0.560733563,-0.558711483,1.222848356,0.092665284,-1.91569787,-1.032957457,-0.771643667,0.317390833,1.050796845,0.663677734,0.206672897,-0.172914162,-0.134130102,-0.26074954,-0.062619208,0.443087761,0.435655776,0.386258835,-0.012804297,0.031544713,12.31,0
147600.0,1.998762123,-0.06169041,-0.701042122,0.630891278,-0.621966733,-1.736092528,0.171402237,-0.364923965,0.553134036,0.086025741,-0.024990961,0.477478358,-0.572854909,0.424643865,0.027519034,-0.342861317,0.063792616,-1.101754878,-0.187000965,-0.283744207,-0.236013046,-0.574224044,0.456126626,0.917921891,-0.433800704,0.142191725,-0.072740614,-0.051887849,1.98,0
56803.0,1.173609124,0.511603446,-0.520451476,1.122626206,0.358867369,-0.295960434,0.025004639,0.144441715,-0.110183834,-0.513358438,1.500905535,-0.228726451,-1.570334827,-0.839677563,0.82551133,0.664774324,0.88627483,0.925736187,-0.560631851,-0.201842,-0.026834906,-0.075536481,-0.129545705,-0.48168673,0.582500675,-0.289875901,0.037912824,0.037436575,1.0,0
127361.0,1.319724406,-0.967487998,-2.009487778,1.693118434,0.029957622,-1.02703403,1.104910525,-0.492926603,0.21715024,0.098614824,-1.032982806,0.133695725,-0.584582928,0.693846703,-0.430097167,-0.672910718,-0.093644464,-0.537996112,-0.338210404,0.420415004,0.267766869,0.149011372,-0.320500906,0.000566646,0.310287936,-0.527298454,-0.086494396,0.001017987,375.42,0
90602.0,1.973387019,-0.190079672,-0.396554383,0.544173919,-0.246831424,-0.130944946,-0.493804,-0.006898385,2.334278264,-0.428980609,1.470035963,-1.244342137,1.558464916,1.558848284,-1.418091827,0.022502393,0.149530768,0.16503119,0.394973954,-0.287567973,-0.51284158,-1.038287226,0.402857035,-0.516406301,-0.442007921,-0.782768618,0.000111765,-0.056107371,1.0,0
80283.0,-2.460594531,3.24668377,-1.200565053,0.472776778,-0.450201989,-1.324804131,0.536498821,0.391421168,0.926326903,2.813371116,-0.346674351,0.685641189,0.939867614,-0.015895471,0.679980209,-0.699717053,-0.107672631,-0.340258134,0.133141121,1.063287355,-0.177066325,0.592217602,0.122559031,0.388747817,-0.307443115,-0.514957938,-0.037758482,-0.647726401,1.79,0
62459.0,1.476602276,-1.091806555,0.526746776,-1.463779861,-1.399286352,-0.249066099,-1.190582615,0.012358157,-1.646181191,1.38287093,-0.610264658,-1.132989625,0.091790163,-0.277023147,1.086385616,-0.352855264,0.600575006,-0.355487165,-0.460131985,-0.366599869,-0.368111653,-0.70425021,0.167157587,-0.344857188,0.088973193,-0.357177707,0.055135369,0.022487216,17.1,0
82815.0,0.741775294,-1.298752304,0.810938678,0.404669574,-1.467822566,0.099374171,-0.620600097,0.288317133,1.582305622,-0.519664315,-1.027105841,-0.757306401,-2.690112741,0.056779535,0.271201167,-0.25790686,0.582996075,-0.713957793,0.055153032,0.166178245,-0.103971613,-0.634062139,-0.051434655,0.098714648,-0.107971439,0.957396679,-0.076313637,0.043509197,228.28,0
114534.0,-0.271945244,1.427733052,1.206804215,4.134808667,0.312986139,2.037376238,-0.590106108,0.952938933,-1.766419625,1.339917554,-0.683284409,-0.473235419,-0.110826842,0.366496701,0.05864909,0.680881269,-0.332243446,1.512692059,1.599032537,0.080735031,0.356189306,1.00476977,-0.199189544,-0.139973923,-0.621602273,0.489451229,0.119864668,0.131660132,1.82,0
27255.0,1.248803632,0.047208053,0.423387603,-0.139515287,-0.592216995,-0.980653908,-0.04241606,-0.123044007,-0.088962219,-0.034438846,1.704528808,1.074219245,0.091540391,0.451778735,0.316520559,0.342184643,-0.448283751,-0.25271957,0.379454093,-0.064617583,-0.166215323,-0.501598164,0.12499534,0.594070383,0.11962603,0.816500849,-0.089464748,-0.004054788,0.0,0
94330.0,-0.159188253,1.636422254,1.54599038,4.554799404,0.972500161,0.135619469,0.890709635,-0.308928982,-0.750671002,1.488085162,0.018922715,-3.51495112,1.378520839,1.750934724,0.036487368,-0.332543454,0.831240799,0.027242674,1.117555278,0.3740957,-0.414908499,-0.725332564,0.019813814,-0.080417285,-0.566643849,0.029498845,0.206860492,0.003060008,12.74,0
58084.0,1.230865984,0.095266685,0.257008125,0.535814022,-0.314624211,-0.707756569,0.061866145,-0.154290542,0.150024446,-0.065944522,-0.745078044,-0.056310075,-0.085495183,0.315199711,1.12661797,0.475600586,-0.574891174,-0.312449066,0.061549628,-0.041153376,-0.27575369,-0.894106316,0.051565209,-0.131742347,0.255040365,0.12360362,-0.039209883,0.018687165,34.99,0
38671.0,0.935768072,-0.863878519,0.965979205,0.373064829,-1.406664792,-0.353061052,-0.514793756,0.060356593,1.303544066,-0.496070317,-0.920774703,0.178561687,-0.758503494,-0.372277953,-0.201757443,-0.066075261,0.192405042,-0.517236191,0.425120611,0.163761302,-0.156311251,-0.549863753,-0.035844387,0.458916468,0.058376091,0.929477716,-0.065591203,0.037589538,150.92,0
35181.0,1.214691607,0.245851486,0.309292107,0.584284768,-0.386359157,-0.767107138,-0.074301652,-0.008716375,-0.100021387,-0.088776948,1.487230171,0.477046391,-0.696406652,0.075484956,0.48551549,0.714924095,-0.209142433,0.299691233,0.098074925,-0.125100995,-0.246259702,-0.786103079,0.127424052,0.266208429,0.158321941,0.080023759,-0.032203258,0.01866209,0.89,0
147172.0,1.649671105,-0.686082383,-1.110109003,1.521809284,-0.483258943,-0.831240239,0.15183809,-0.154825439,0.903520058,0.218444161,-1.407022845,-0.923794759,-2.296233401,0.73720187,0.383026775,0.066916887,-0.376711788,0.174147648,-0.449246027,-0.050591687,0.153021837,0.104879979,-0.029271022,-0.093171688,-0.011497691,-0.604007347,-0.026737272,-0.017792876,186.9,0
34897.0,1.331935327,-0.397311398,-0.113107181,-0.697169659,-0.57256131,-0.703957234,-0.174461044,-0.123718501,-1.429877856,0.860997588,1.581394535,0.538850126,-0.143062964,0.624941508,0.176757626,-1.738603993,0.217642617,0.66926061,-0.786009103,-0.529655008,-0.320693602,-0.447963787,0.041914774,0.254482342,0.29905812,1.072946978,-0.076762159,-0.016446352,8.0,0
150447.0,-3.060376759,-2.535510318,0.260336956,0.188099537,0.425467453,-0.184569437,-0.06867934,0.82093822,0.089437484,-0.909674755,0.017180667,0.046592536,-0.892815839,0.782562895,0.507923346,0.635453793,-0.699347835,1.554042541,0.355443314,1.440632452,0.700960017,0.518428685,0.586941486,0.311923325,0.17105155,-0.19428205,0.172292664,-0.200425822,377.6,0
150609.0,2.022883028,0.124747514,-1.854813466,0.323382802,0.430630592,-0.886912221,0.153637922,-0.197451006,0.361514515,-0.312473876,1.037575975,0.623769381,-0.053603983,-0.542629083,0.278088012,0.458907626,0.059206589,1.041322372,-0.066107813,-0.179571351,0.229913643,0.798528196,-0.079954057,-0.530406375,0.258222826,-0.091534815,-0.00478226,-0.045004042,8.99,0
43994.0,-0.536788824,0.545234287,-0.154057404,-1.052047798,2.405064383,3.55615313,0.307192384,0.9318507,-0.343505182,-0.371079006,-0.489880634,-0.16073233,-0.196493143,0.130012468,0.160063929,0.072484,-0.588448638,0.019299475,0.612117345,0.322083558,-0.166182574,-0.522879961,-0.026998748,1.014605981,0.009252715,0.219594219,0.313319491,0.186388646,53.5,0
25208.0,-1.924450743,1.582918667,-0.313364864,-2.906433782,2.267501373,3.153705998,0.398867889,0.587036695,1.481131399,1.907914506,0.074544917,-0.357022419,-0.141620416,-0.813598021,0.864472609,0.616459696,-1.44276,-0.064790304,-0.51738049,1.190435208,-0.451114824,-0.594794302,-0.097339374,1.008247846,0.126239264,0.709309183,0.662409693,0.168720322,7.3,0
58476.0,0.779135386,-0.4516136,0.515844524,1.292959396,-0.803195938,-0.682338258,0.200755366,-0.15029265,0.199467047,-0.13408967,-0.371968567,0.156726774,-0.106495567,0.325366077,1.223323599,0.414501773,-0.529040029,-0.118213267,-0.437782956,0.309016749,-0.059139866,-0.695851857,-0.081221953,0.35346606,0.208872079,-0.646540225,-0.006759881,0.073170222,228.61,0
137877.0,1.822564548,-0.069969031,-1.834406674,0.594613317,0.23675652,-1.322039715,0.519869577,-0.482661749,0.35244805,-0.580296589,-0.103485396,0.865771523,1.531118203,-0.999503659,0.800273408,0.109679152,0.344935377,0.273635147,-0.526396087,0.130384765,0.286871102,0.812012122,-0.146281915,-0.100144317,0.254457181,-0.111808817,-0.01212098,-0.008255251,123.5,0
